"","row","col","edge","index","group","group_label","type","Abkhaz-Adyge","Afro-Asiatic","Arawakan","Atlantic-Congo","Austroasiatic","Austronesian","Barbacoan","Boran","Cariban","Chibchan","Chocoan","Dogon","Dravidian","Guaicuruan","Hmong-Mien","Huitotoan","Indo-European","Mailuan","Matacoan","Mongolic","Nakh-Daghestanian","Nuclear Trans New Guinea","Nuclear-Macro-Je","Pama-Nyungan","Pano-Tacanan","Sino-Tibetan","Tai-Kadai","Timor-Alor-Pantar","Tucanoan","Tungusic","Tupian","Turkic","Uralic","West Bomberai"
"SURPRISED:BITTER","SURPRISED","BITTER",0.527533548095716,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"WORRY:BITTER","WORRY","BITTER",0.553376037089607,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MERRY:BITTER","MERRY","BITTER",0.529099495624756,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DESIRE:BITTER","DESIRE","BITTER",0.492841674319362,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GOOD:BITTER","GOOD","BITTER",0.582190998308336,4,"emotion_taste","Taste-Emotion","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
"LIKE:BITTER","LIKE","BITTER",0.536626066295732,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"BAD:BITTER","BAD","BITTER",0.598754487753542,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
"WANT:BITTER","WANT","BITTER",0.567704921679004,4,"emotion_taste","Taste-Emotion","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"TASTY:BITTER","TASTY","BITTER",0.584180542654939,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"TASTE (SOMETHING):BITTER","TASTE (SOMETHING)","BITTER",0.526946091049891,2,"taste","Taste","within",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
"SWEET:BITTER","SWEET","BITTER",0.685937465371296,2,"taste","Taste","within",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
"SALT:BITTER","SALT","BITTER",0.747245418372042,2,"taste","Taste","within",0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
"SALTY:BITTER","SALTY","BITTER",0.937621724286994,2,"taste","Taste","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0
"SOUR:BITTER","SOUR","BITTER",0.914340698590158,2,"taste","Taste","within",0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
"ANGER:SPICY","ANGER","SPICY",0.418255108431833,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANXIETY:SPICY","ANXIETY","SPICY",0.360081833445842,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENVY:SPICY","ENVY","SPICY",0.348845559773422,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"FEAR (FRIGHT):SPICY","FEAR (FRIGHT)","SPICY",0.45022589159456,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GLOOMY:SPICY","GLOOMY","SPICY",0.311505218474739,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRIEF:SPICY","GRIEF","SPICY",0.421210729080355,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HAPPY:SPICY","HAPPY","SPICY",0.434591962514086,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HATE:SPICY","HATE","SPICY",0.4679538760099,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HOPE:SPICY","HOPE","SPICY",0.3939924541954,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"JOY:SPICY","JOY","SPICY",0.299114462477638,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOVE:SPICY","LOVE","SPICY",0.481595487985886,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"PITY:SPICY","PITY","SPICY",0.347716855909451,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PROUD:SPICY","PROUD","SPICY",0.39252866914187,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"REGRET:SPICY","REGRET","SPICY",0.38237154963295,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAD:SPICY","SAD","SPICY",0.457556696602031,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:SPICY","SHAME","SPICY",0.38627890658794,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SURPRISED:SPICY","SURPRISED","SPICY",0.416640917947871,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WORRY:SPICY","WORRY","SPICY",0.431345416121603,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MERRY:SPICY","MERRY","SPICY",0.312788465147018,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DESIRE:SPICY","DESIRE","SPICY",0.400010280133447,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GOOD:SPICY","GOOD","SPICY",0.520531386328823,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LIKE:SPICY","LIKE","SPICY",0.403783555261219,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BAD:SPICY","BAD","SPICY",0.559529031723744,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"WANT:SPICY","WANT","SPICY",0.560955683698682,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TASTY:SPICY","TASTY","SPICY",0.469616609817523,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TASTE (SOMETHING):SPICY","TASTE (SOMETHING)","SPICY",0.50385008661674,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SWEET:SPICY","SWEET","SPICY",0.546176490865491,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SALT:SPICY","SALT","SPICY",0.588201457634748,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SALTY:SPICY","SALTY","SPICY",0.684901360505153,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SOUR:SPICY","SOUR","SPICY",0.558752243333991,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BITTER:SPICY","BITTER","SPICY",0.62529629084053,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ANGER:ROTTEN","ANGER","ROTTEN",0.58940655330975,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
"ANXIETY:ROTTEN","ANXIETY","ROTTEN",0.549815663871973,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"ENVY:ROTTEN","ENVY","ROTTEN",0.497036712085554,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"FEAR (FRIGHT):ROTTEN","FEAR (FRIGHT)","ROTTEN",0.653683259249722,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"GLOOMY:ROTTEN","GLOOMY","ROTTEN",0.498245846860604,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRIEF:ROTTEN","GRIEF","ROTTEN",0.568030801362033,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"HAPPY:ROTTEN","HAPPY","ROTTEN",0.527710126112101,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0
"HATE:ROTTEN","HATE","ROTTEN",0.585594525236037,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"HOPE:ROTTEN","HOPE","ROTTEN",0.488293181271493,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"JOY:ROTTEN","JOY","ROTTEN",0.472913934263235,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOVE:ROTTEN","LOVE","ROTTEN",0.534160317660768,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"PITY:ROTTEN","PITY","ROTTEN",0.530922945487349,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"PROUD:ROTTEN","PROUD","ROTTEN",0.531583465526073,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"REGRET:ROTTEN","REGRET","ROTTEN",0.518818385151021,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"SAD:ROTTEN","SAD","ROTTEN",0.510964775575988,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:ROTTEN","SHAME","ROTTEN",0.517687322272141,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"SURPRISED:ROTTEN","SURPRISED","ROTTEN",0.553942001721635,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"WORRY:ROTTEN","WORRY","ROTTEN",0.467309236521482,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MERRY:ROTTEN","MERRY","ROTTEN",0.472561295641258,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DESIRE:ROTTEN","DESIRE","ROTTEN",0.517642655059909,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GOOD:ROTTEN","GOOD","ROTTEN",0.606806757909501,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0
"LIKE:ROTTEN","LIKE","ROTTEN",0.484557506549132,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"BAD:ROTTEN","BAD","ROTTEN",0.874780943189131,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0
"WANT:ROTTEN","WANT","ROTTEN",0.587941411939526,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
"TASTY:ROTTEN","TASTY","ROTTEN",0.547221944217589,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"TASTE (SOMETHING):ROTTEN","TASTE (SOMETHING)","ROTTEN",0.567415121955719,2,"taste","Taste","within",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0
"SWEET:ROTTEN","SWEET","ROTTEN",0.578734165427971,2,"taste","Taste","within",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"SALT:ROTTEN","SALT","ROTTEN",0.777287680773598,2,"taste","Taste","within",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
"SALTY:ROTTEN","SALTY","ROTTEN",0.683936209758947,2,"taste","Taste","within",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
"SOUR:ROTTEN","SOUR","ROTTEN",0.68029670990288,2,"taste","Taste","within",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0
"BITTER:ROTTEN","BITTER","ROTTEN",0.643096486522085,2,"taste","Taste","within",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0
"SPICY:ROTTEN","SPICY","ROTTEN",0.582160039963309,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ANGER:FRESH","ANGER","FRESH",0.45014083325603,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"ANXIETY:FRESH","ANXIETY","FRESH",0.337121685153597,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENVY:FRESH","ENVY","FRESH",0.341901528903798,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"FEAR (FRIGHT):FRESH","FEAR (FRIGHT)","FRESH",0.406124566459132,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"GLOOMY:FRESH","GLOOMY","FRESH",0.300299672868527,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRIEF:FRESH","GRIEF","FRESH",0.385538572026792,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"HAPPY:FRESH","HAPPY","FRESH",0.511063930631723,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"HATE:FRESH","HATE","FRESH",0.385330715334311,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HOPE:FRESH","HOPE","FRESH",0.414857548901279,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"JOY:FRESH","JOY","FRESH",0.352853783642029,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOVE:FRESH","LOVE","FRESH",0.526369438064607,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"PITY:FRESH","PITY","FRESH",0.35565199877748,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PROUD:FRESH","PROUD","FRESH",0.402719469677517,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"REGRET:FRESH","REGRET","FRESH",0.397729262539432,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAD:FRESH","SAD","FRESH",0.282598244418713,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHAME:FRESH","SHAME","FRESH",0.420889802190095,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SURPRISED:FRESH","SURPRISED","FRESH",0.371823746466227,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WORRY:FRESH","WORRY","FRESH",0.226429378170923,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MERRY:FRESH","MERRY","FRESH",0.589762115068653,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DESIRE:FRESH","DESIRE","FRESH",0.404517134237327,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOOD:FRESH","GOOD","FRESH",0.79398203381596,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"LIKE:FRESH","LIKE","FRESH",0.478168117280338,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"BAD:FRESH","BAD","FRESH",0.507049516409831,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"WANT:FRESH","WANT","FRESH",0.527367503782612,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"TASTY:FRESH","TASTY","FRESH",0.481589778683403,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TASTE (SOMETHING):FRESH","TASTE (SOMETHING)","FRESH",0.44956376581437,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWEET:FRESH","SWEET","FRESH",0.557367592364114,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SALT:FRESH","SALT","FRESH",0.519421779985886,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"SALTY:FRESH","SALTY","FRESH",0.457256547444884,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUR:FRESH","SOUR","FRESH",0.482786703009079,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"BITTER:FRESH","BITTER","FRESH",0.484569885178946,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"SPICY:FRESH","SPICY","FRESH",0.411796178499684,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROTTEN:FRESH","ROTTEN","FRESH",0.493234930037344,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"ANGER:RAW","ANGER","RAW",0.532661889587852,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"ANXIETY:RAW","ANXIETY","RAW",0.456681452695959,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"ENVY:RAW","ENVY","RAW",0.466528278876377,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
"FEAR (FRIGHT):RAW","FEAR (FRIGHT)","RAW",0.485708909974678,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
"GLOOMY:RAW","GLOOMY","RAW",0.573621897843664,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRIEF:RAW","GRIEF","RAW",0.504499511134885,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0
