"","row","col","edge","index","group","group_label","type","Abkhaz-Adyge","Afro-Asiatic","Arawakan","Atlantic-Congo","Austroasiatic","Austronesian","Barbacoan","Boran","Cariban","Chibchan","Chocoan","Dogon","Dravidian","Guaicuruan","Hmong-Mien","Huitotoan","Indo-European","Mailuan","Matacoan","Mongolic","Nakh-Daghestanian","Nuclear Trans New Guinea","Nuclear-Macro-Je","Pama-Nyungan","Pano-Tacanan","Sino-Tibetan","Tai-Kadai","Timor-Alor-Pantar","Tucanoan","Tungusic","Tupian","Turkic","Uralic","West Bomberai"
"RAW:COOKED","RAW","COOKED",0.620194336369381,2,"taste","Taste","within",0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"RIPE:COOKED","RIPE","COOKED",0.937518064404293,2,"taste","Taste","within",0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0
"ANGER:UNRIPE","ANGER","UNRIPE",0.498608052864957,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"ANXIETY:UNRIPE","ANXIETY","UNRIPE",0.423522283909694,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENVY:UNRIPE","ENVY","UNRIPE",0.447187814297077,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"FEAR (FRIGHT):UNRIPE","FEAR (FRIGHT)","UNRIPE",0.468212316772913,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"GLOOMY:UNRIPE","GLOOMY","UNRIPE",0.603935624493473,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRIEF:UNRIPE","GRIEF","UNRIPE",0.47606872031392,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"HAPPY:UNRIPE","HAPPY","UNRIPE",0.517672027210092,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"HATE:UNRIPE","HATE","UNRIPE",0.508092752582022,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"HOPE:UNRIPE","HOPE","UNRIPE",0.475486090676629,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"JOY:UNRIPE","JOY","UNRIPE",0.435474650090411,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOVE:UNRIPE","LOVE","UNRIPE",0.618762222506933,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"PITY:UNRIPE","PITY","UNRIPE",0.499936928947353,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PROUD:UNRIPE","PROUD","UNRIPE",0.474232675246359,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"REGRET:UNRIPE","REGRET","UNRIPE",0.500359859184691,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SAD:UNRIPE","SAD","UNRIPE",0.462807183787604,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:UNRIPE","SHAME","UNRIPE",0.466285518770211,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"SURPRISED:UNRIPE","SURPRISED","UNRIPE",0.517423616054292,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"WORRY:UNRIPE","WORRY","UNRIPE",0.402189617432188,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MERRY:UNRIPE","MERRY","UNRIPE",0.436912985049876,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DESIRE:UNRIPE","DESIRE","UNRIPE",0.492449366052647,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GOOD:UNRIPE","GOOD","UNRIPE",0.605879138158541,4,"emotion_taste","Taste-Emotion","between",0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
"LIKE:UNRIPE","LIKE","UNRIPE",0.522519345129692,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"BAD:UNRIPE","BAD","UNRIPE",0.553916278707734,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"WANT:UNRIPE","WANT","UNRIPE",0.555513886263877,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"TASTY:UNRIPE","TASTY","UNRIPE",0.503919410623795,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"TASTE (SOMETHING):UNRIPE","TASTE (SOMETHING)","UNRIPE",0.52095679761057,2,"taste","Taste","within",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
"SWEET:UNRIPE","SWEET","UNRIPE",0.560223350712404,2,"taste","Taste","within",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
"SALT:UNRIPE","SALT","UNRIPE",0.547313655848601,2,"taste","Taste","within",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"SALTY:UNRIPE","SALTY","UNRIPE",0.567566099746248,2,"taste","Taste","within",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"SOUR:UNRIPE","SOUR","UNRIPE",0.675891278006647,2,"taste","Taste","within",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"BITTER:UNRIPE","BITTER","UNRIPE",0.638532850071514,2,"taste","Taste","within",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"SPICY:UNRIPE","SPICY","UNRIPE",0.516276903755461,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ROTTEN:UNRIPE","ROTTEN","UNRIPE",0.632128932591201,2,"taste","Taste","within",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0
"FRESH:UNRIPE","FRESH","UNRIPE",0.672601612852045,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"RAW:UNRIPE","RAW","UNRIPE",0.936554715616854,2,"taste","Taste","within",0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0
"RIPE:UNRIPE","RIPE","UNRIPE",0.604937543922985,2,"taste","Taste","within",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"COOKED:UNRIPE","COOKED","UNRIPE",0.560090051818909,2,"taste","Taste","within",0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"ANGER:BLACK","ANGER","BLACK",0.658598561820675,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"ANXIETY:BLACK","ANXIETY","BLACK",0.535218022073999,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"ENVY:BLACK","ENVY","BLACK",0.573532971029751,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"FEAR (FRIGHT):BLACK","FEAR (FRIGHT)","BLACK",0.543613872294093,5,"emotion_color","Color-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"GLOOMY:BLACK","GLOOMY","BLACK",0.898216800010026,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRIEF:BLACK","GRIEF","BLACK",0.59565708035269,5,"emotion_color","Color-Emotion","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"HAPPY:BLACK","HAPPY","BLACK",0.55771394673253,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0
"HATE:BLACK","HATE","BLACK",0.736264941512809,5,"emotion_color","Color-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"HOPE:BLACK","HOPE","BLACK",0.543656764938525,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"JOY:BLACK","JOY","BLACK",0.492526897822355,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOVE:BLACK","LOVE","BLACK",0.565883499131576,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
"PITY:BLACK","PITY","BLACK",0.530888307911319,5,"emotion_color","Color-Emotion","between",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"PROUD:BLACK","PROUD","BLACK",0.511123761390226,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"REGRET:BLACK","REGRET","BLACK",0.530209360507016,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"SAD:BLACK","SAD","BLACK",0.534425923912194,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:BLACK","SHAME","BLACK",0.604963659210134,5,"emotion_color","Color-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"SURPRISED:BLACK","SURPRISED","BLACK",0.656902006321702,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"WORRY:BLACK","WORRY","BLACK",0.497350720265054,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MERRY:BLACK","MERRY","BLACK",0.481470521173533,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DESIRE:BLACK","DESIRE","BLACK",0.520536880788269,5,"emotion_color","Color-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GOOD:BLACK","GOOD","BLACK",0.602768599823058,5,"emotion_color","Color-Emotion","between",0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0
"LIKE:BLACK","LIKE","BLACK",0.520503108252985,5,"emotion_color","Color-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"BAD:BLACK","BAD","BLACK",0.695470068816643,5,"emotion_color","Color-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0
"WANT:BLACK","WANT","BLACK",0.578681631981053,5,"emotion_color","Color-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0
"TASTY:BLACK","TASTY","BLACK",0.589273374582246,6,"taste_color","Taste-Color","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"TASTE (SOMETHING):BLACK","TASTE (SOMETHING)","BLACK",0.560689727285826,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
"SWEET:BLACK","SWEET","BLACK",0.579792533979656,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"SALT:BLACK","SALT","BLACK",0.58266861615127,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0
"SALTY:BLACK","SALTY","BLACK",0.601116308777843,6,"taste_color","Taste-Color","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0
"SOUR:BLACK","SOUR","BLACK",0.630090985691976,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"BITTER:BLACK","BITTER","BLACK",0.598402991804063,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
"SPICY:BLACK","SPICY","BLACK",0.53818146221131,6,"taste_color","Taste-Color","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ROTTEN:BLACK","ROTTEN","BLACK",0.645715774547036,6,"taste_color","Taste-Color","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0
"FRESH:BLACK","FRESH","BLACK",0.535823397842423,6,"taste_color","Taste-Color","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"RAW:BLACK","RAW","BLACK",0.67136368639097,6,"taste_color","Taste-Color","between",0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0
"RIPE:BLACK","RIPE","BLACK",0.701573586696512,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0
"COOKED:BLACK","COOKED","BLACK",0.686676054331735,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"UNRIPE:BLACK","UNRIPE","BLACK",0.732484544111843,6,"taste_color","Taste-Color","between",0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0
"ANGER:WHITE","ANGER","WHITE",0.583661322246358,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"ANXIETY:WHITE","ANXIETY","WHITE",0.499319902041926,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"ENVY:WHITE","ENVY","WHITE",0.559150396994285,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"FEAR (FRIGHT):WHITE","FEAR (FRIGHT)","WHITE",0.54567723862869,5,"emotion_color","Color-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"GLOOMY:WHITE","GLOOMY","WHITE",0.527524597782739,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRIEF:WHITE","GRIEF","WHITE",0.521967678013403,5,"emotion_color","Color-Emotion","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
"HAPPY:WHITE","HAPPY","WHITE",0.648535555524697,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0
"HATE:WHITE","HATE","WHITE",0.526236513011328,5,"emotion_color","Color-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"HOPE:WHITE","HOPE","WHITE",0.525873911368978,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"JOY:WHITE","JOY","WHITE",0.586923713824989,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOVE:WHITE","LOVE","WHITE",0.581602522202536,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
"PITY:WHITE","PITY","WHITE",0.509538746618306,5,"emotion_color","Color-Emotion","between",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PROUD:WHITE","PROUD","WHITE",0.526846157883926,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"REGRET:WHITE","REGRET","WHITE",0.50351833071572,5,"emotion_color","Color-Emotion","between",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"SAD:WHITE","SAD","WHITE",0.571858827479723,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:WHITE","SHAME","WHITE",0.591644352496556,5,"emotion_color","Color-Emotion","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"SURPRISED:WHITE","SURPRISED","WHITE",0.51469464683165,5,"emotion_color","Color-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"WORRY:WHITE","WORRY","WHITE",0.51223757674772,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MERRY:WHITE","MERRY","WHITE",0.63901018305426,5,"emotion_color","Color-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DESIRE:WHITE","DESIRE","WHITE",0.531886152454175,5,"emotion_color","Color-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GOOD:WHITE","GOOD","WHITE",0.737489812312196,5,"emotion_color","Color-Emotion","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0
"LIKE:WHITE","LIKE","WHITE",0.561542674782381,5,"emotion_color","Color-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"BAD:WHITE","BAD","WHITE",0.678584129375452,5,"emotion_color","Color-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0
"WANT:WHITE","WANT","WHITE",0.592928366773912,5,"emotion_color","Color-Emotion","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
"TASTY:WHITE","TASTY","WHITE",0.537952403035053,6,"taste_color","Taste-Color","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"TASTE (SOMETHING):WHITE","TASTE (SOMETHING)","WHITE",0.53886151109948,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0
"SWEET:WHITE","SWEET","WHITE",0.577388959033707,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"SALT:WHITE","SALT","WHITE",0.679961156672486,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0
"SALTY:WHITE","SALTY","WHITE",0.576772907715301,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0
"SOUR:WHITE","SOUR","WHITE",0.575333567836736,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
"BITTER:WHITE","BITTER","WHITE",0.572277252016723,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
"SPICY:WHITE","SPICY","WHITE",0.541459669350804,6,"taste_color","Taste-Color","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ROTTEN:WHITE","ROTTEN","WHITE",0.651470153727932,6,"taste_color","Taste-Color","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
"FRESH:WHITE","FRESH","WHITE",0.635759051701714,6,"taste_color","Taste-Color","between",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAW:WHITE","RAW","WHITE",0.624064353381131,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0
"RIPE:WHITE","RIPE","WHITE",0.794030067706855,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0
"COOKED:WHITE","COOKED","WHITE",0.690019623231358,6,"taste_color","Taste-Color","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"UNRIPE:WHITE","UNRIPE","WHITE",0.625600485165398,6,"taste_color","Taste-Color","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
"BLACK:WHITE","BLACK","WHITE",0.682913193340189,3,"color","Color","within",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0
"ANGER:RED","ANGER","RED",0.642171051331904,5,"emotion_color","Color-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
